doi,n.scopus,n.wos,n.unmerged
"10.3141/2254-06",1,1,1
"10.1007/s11403-023-00392-x",1,1,1
"10.1016/j.ecolmodel.2008.04.005",1,1,1
"10.18564/jasss.1873",1,1,1
"10.1109/access.2023.3266650",1,1,1
"10.3390/su14148462",1,1,1
"10.1016/j.engappai.2016.06.011",1,1,1
"10.1371/journal.pone.0268661",1,1,1
"10.1093/ageing/afx201",1,1,1
"10.1016/j.aquatox.2014.10.004",1,1,1
"10.1016/j.ecolmodel.2022.110177",1,1,1
"10.1007/978-3-319-99582-3_30",1,1,1
"10.1177/0042098016652555",1,1,1
"10.1016/j.cageo.2006.12.006",1,1,1
"10.1177/0272989x15574500",1,1,1
"10.1007/s10905-010-9229-5",1,1,1
"10.1007/s00170-006-0670-8",1,1,1
"10.1007/978-3-319-39883-9_12",1,1,1
"10.1016/j.techfore.2023.122575",1,1,1
"10.1016/j.procir.2012.07.021",1,1,1
"10.1016/j.tpb.2005.12.002",1,1,1
"10.1371/journal.pntd.0001330",1,1,1
"10.1080/15472450.2020.1735385",1,1,1
"10.3390/s23104892",1,1,1
"10.3390/d15030347",1,1,1
"10.1007/s11538-011-9676-y",1,1,1
"10.1109/tac.2010.2043285",1,1,1
"10.1016/j.knosys.2020.106721",1,1,1
"10.1080/088395196118678",1,1,1
"10.1186/1471-2458-12-977",1,1,1
"10.1049/gtd2.12904",2,0,0
"10.1007/s11633-010-0540-6",1,1,1
"10.1016/j.fishres.2015.10.002",1,1,1
"10.1080/00207179.2010.535855",1,1,1
"10.3233/jcm-2012-0415",1,1,1
"10.1016/j.ecolmodel.2013.10.032",1,1,1
"10.3141/2554-06",1,1,1
"10.1007/s10666-011-9300-4",1,1,1
"10.1007/s40258-018-0390-x",1,1,1
"10.1016/j.amepre.2022.01.022",1,1,1
"10.1016/j.ausmj.2013.12.009",1,1,1
"10.1007/s00285-016-0981-9",1,1,1
"10.1109/tcns.2014.2316994",1,1,1
"10.1016/j.econmod.2014.03.011",1,1,1
"10.1108/09699981211237111",1,1,1
"10.3346/jkms.2002.17.4.507",1,1,1
"10.1080/17517575.2018.1526325",1,1,1
"10.1080/00207543.2010.539276",1,1,1
"10.1504/ijbet.2018.094726",1,1,1
"10.7717/peerj.2337",1,1,1
"10.24818/18423264/54.1.20.18",1,1,1
"10.1007/s11069-022-05643-x",1,1,1
"10.1016/j.cie.2008.08.012",1,1,1
"10.1186/s12894-022-01025-4",1,1,1
"10.1038/bjc.2014.458",1,1,1
"10.1111/poms.13660",1,1,1
"10.1111/j.1523-1739.2006.00378.x",1,1,1
"10.1109/tcns.2022.3219766",1,1,1
"10.1016/j.gloei.2022.12.003",1,1,1
"10.1080/00207721.2017.1382602",1,1,1
"10.1155/2009/531080",1,1,1
"10.1016/j.asoc.2021.108387",1,1,1
"10.1007/s11403-012-0095-4",1,1,1
"10.3389/fenvs.2022.1033579",1,1,1
"10.1080/13873954.2011.601426",1,1,1
"10.1093/bioinformatics/btr335",1,1,1
"10.3141/2088-05",1,1,1
"10.4018/ijiit.2015070103",1,1,1
"10.1093/jole/lzab006",1,1,1
"10.20965/jaciii.2012.p0619",1,1,1
"10.1016/j.neucom.2011.12.002",1,1,1
"10.1155/2021/8863487",1,1,1
"10.3390/s16091360",1,1,1
"10.1016/j.ifacol.2015.06.238",1,1,1
"10.1016/j.isatra.2022.11.029",1,1,1
"10.1504/ijbic.2017.085893",1,1,1
"10.1016/j.ecolmodel.2017.02.023",1,1,1
"10.3141/1831-11",1,1,1
"10.1007/s12195-022-00748-6",1,1,1
"10.1002/ece3.6099",1,1,1
"10.1007/978-94-007-5583-3_34",2,0,0
"10.1109/tsmc.2023.3277703",2,0,0
"10.1080/17477778.2022.2027826",1,1,1
"10.1111/j.1467-985x.2011.00690.x",1,1,1
"10.1016/j.ijcard.2010.10.046",1,1,1
"10.1016/j.neucom.2021.03.082",1,1,1
"10.1016/j.eswa.2014.06.022",1,1,1
"10.1007/s10489-020-01860-8",1,1,1
"10.3390/app8010047",1,1,1
"10.1061/(asce)cp.1943-5487.0000612",1,1,1
"10.1016/j.aei.2011.08.010",1,1,1
"10.1163/156855303321125622",1,1,1
"10.1007/s10144-005-0209-0",1,1,1
"10.1007/s10732-009-9121-7",1,1,1
"10.3390/s23073596",1,1,1
"10.3390/s23062904",1,1,1
"10.3390/v10090457",1,1,1
"10.1109/access.2020.3028564",1,1,1
"10.1093/aje/kwad018",1,1,1
"10.1016/j.ssci.2021.105451",1,1,1
"10.1080/17477778.2021.1954487",1,1,1
"10.1371/journal.pone.0194687",1,1,1
"10.1016/j.jmarsys.2006.04.005",1,1,1
"10.1006/jtbi.1999.0938",1,1,1
"10.1002/rnc.3351",1,1,1
"10.3354/meps199137",1,1,1
"10.1093/aje/kwab241",1,1,1
"10.1002/smj.900",1,1,1
"10.3233/idt-2011-0097",1,1,1
"10.1371/journal.pone.0194450",1,1,1
"10.1016/j.camwa.2012.02.052",1,1,1
"10.1016/j.jclepro.2023.137401",1,1,1
"10.1049/iet-its.2009.0022",1,1,1
"10.1111/j.1467-8578.2006.00038.x",1,1,1
"10.1109/ieem.2017.8290133",2,0,0
"10.1038/s41598-020-71664-w",1,1,1
"10.14311/nnw.2017.27.008",1,1,1
"10.1038/s41540-017-0006-3",1,1,1
"10.1371/journal.pcbi.1009980",1,1,1
"10.1002/tafs.10139",1,1,1
"10.1016/j.simpat.2023.102739",1,1,1
"10.1177/09589287221115670",1,1,1
"10.3141/2553-04",1,1,1
"10.3390/en14113191",1,1,1
"10.1016/j.ecolmodel.2012.02.003",1,1,1
"10.1016/j.dam.2019.09.017",1,1,1
"10.1080/00207179.2016.1239839",1,1,1
"10.1177/0731684420983594",1,1,1
"10.1080/00038628.2020.1777387",1,1,1
"10.1046/j.1365-2664.2001.00610.x",1,1,1
"10.1002/cav.2071",1,1,1
"10.1007/s12555-014-0360-5",1,1,1
"10.1016/j.ins.2006.10.005",1,1,1
"10.1016/j.jbusres.2007.02.006",1,1,1
"10.1371/journal.pone.0185856",1,1,1
"10.3233/978-1-61499-098-7-49",1,1,1
"10.1016/j.trd.2023.103645",1,1,1
"10.1109/tnsm.2021.3102621",1,1,1
"10.1590/0102-311x00051615",1,1,1
"10.1504/ijtel.2009.024870",1,1,1
"10.3233/mgs-2007-3408",1,1,1
"10.3322/caac.21457",1,1,1
"10.1016/j.cub.2022.10.064",1,1,1
"10.1111/1468-0297.00133",1,1,1
"10.1002/mma.4900",1,1,1
"10.15598/aeee.v11i6.867",1,1,1
"10.3141/2451-12",1,1,1
"10.1016/j.compenvurbsys.2015.08.004",1,1,1
"10.1016/j.autcon.2004.07.008",1,1,1
"10.1097/ede.0000000000000497",1,1,1
"10.1016/j.ecolmodel.2015.05.015",1,1,1
"10.3390/su13147968",1,1,1
"10.1177/0894439313513420",1,1,1
"10.1111/j.1748-0361.2007.00079.x",1,1,1
"10.3390/electronics9010116",1,1,1
"10.1016/s0304-3800(03)00098-x",1,1,1
"10.1016/j.engappai.2012.06.003",1,1,1
"10.1002/cplx.21690",1,1,1
"10.1186/1749-8090-3-17",1,1,1
"10.1109/tac.2022.3173062",1,1,1
"10.1103/physreve.102.042404",1,1,1
"10.3138/cpp.2018-049",1,1,1
"10.5547/01956574.40.6.mwel",1,1,1
"10.1109/systems.2009.4815835",1,1,1
"10.1098/rsos.210233",1,1,1
"10.1080/19397038.2011.581392",1,1,1
"10.1016/j.apenergy.2017.01.092",1,1,1
"10.1007/978-3-319-39399-5_24",1,1,1
"10.1142/s0218202515500128",1,1,1
"10.3389/fimmu.2019.01289",1,1,1
"10.1109/access.2019.2904091",1,1,1
"10.1016/j.ins.2016.01.072",1,1,1
"10.1016/j.envsoft.2020.104909",1,1,1
"10.1016/j.asoc.2018.09.024",1,1,1
"10.1371/journal.pntd.0009606",1,1,1
"10.1080/13658816.2013.782613",1,1,1
"10.1186/1471-2458-14-1019",1,1,1
"10.1142/s021819400900412x",1,1,1
"10.1177/01655515211061867",1,1,1
"10.1016/j.eswa.2020.114285",1,1,1
"10.1016/j.procs.2015.05.160",1,1,1
"10.1111/1365-2656.13214",1,1,1
"10.1007/978-3-319-47253-9_30",1,1,1
"10.1163/15685373-12340042",1,1,1
"10.1109/te.2017.2754987",1,1,1
"10.1109/tac.2021.3131678",1,1,1
"10.1016/j.tube.2023.102304",1,1,1
"10.2753/jec1086-4415180102",1,1,1
"10.1142/s0219525915500149",1,1,1
"10.1016/s0304-405x(99)00058-6",1,1,1
"10.1016/j.ifacol.2019.08.260",1,1,1
"10.1007/s11269-009-9433-2",1,1,1
"10.1109/southeastcon44009.2020.9249674",1,1,1
"10.1002/sdr.451",1,1,1
"10.1086/644786",1,1,1
"10.3926/jiem.3597",1,1,1
"10.1016/j.spinee.2014.06.018",1,1,1
"10.1109/tpel.2017.2761438",1,1,1
"10.1016/j.cirpj.2009.05.003",1,1,1
"10.3390/sym14071368",1,1,1
"10.1007/s10588-012-9149-3",1,1,1
"10.1016/j.enpol.2018.08.008",1,1,1
"10.1080/00207543.2010.518737",1,1,1
"10.1002/aic.14226",1,1,1
"10.1109/tsg.2017.2735998",1,1,1
"10.1109/access.2022.3141912",1,1,1
"10.24818/18423264/52.4.18.16",1,1,1
"10.1007/s40815-022-01317-9",1,1,1
"10.1007/s10641-013-0186-7",1,1,1
"10.1109/tim.2009.2016301",1,1,1
"10.1016/j.compenvurbsys.2010.05.005",1,1,1
"10.1093/beheco/arj036",1,1,1
"10.1016/j.pocean.2011.10.001",1,1,1
"10.1007/s10588-015-9199-4",1,1,1
"10.1021/ie5020519",1,1,1
"10.18564/jasss.1822",1,1,1
"10.1155/2021/9731180",1,1,1
"10.1016/j.eswa.2019.112962",1,1,1
"10.1186/s13717-021-00343-z",1,1,1
"10.1007/978-3-319-47253-9_27",1,1,1
"10.1016/j.ecolmodel.2008.01.026",1,1,1
"10.1016/j.automatica.2018.03.022",1,1,1
"10.1111/j.1365-2664.2007.01369.x",1,1,1
"10.1111/1467-8640.t01-1-00206",1,1,1
"10.1016/j.eswa.2007.10.017",1,1,1
"10.1111/brv.12775",1,1,1
"10.1155/2017/6831596",1,1,1
"10.1371/journal.pone.0039927",1,1,1
"10.1016/j.jhe.2016.05.004",1,1,1
"10.1534/genetics.116.191379",1,1,1
"10.1016/j.cie.2018.07.046",1,1,1
"10.1016/j.jedc.2015.10.003",1,1,1
"10.1371/journal.pone.0013749",1,1,1
"10.1016/j.automatica.2021.109863",1,1,1
"10.1016/s0140-3664(99)00237-6",1,1,1
"10.1093/scipol/scac027",1,1,1
"10.1561/2600000004",1,1,1
"10.1016/j.econmod.2017.08.031",1,1,1
"10.1016/j.scs.2019.101567",1,1,1
"10.1016/j.apenergy.2020.115295",1,1,1
"10.1016/j.comnet.2021.108282",1,1,1
"10.1371/journal.pone.0251688",1,1,1
"10.1109/isdea.2014.133",1,1,1
"10.3390/en16104161",1,1,1
"10.1007/978-3-030-25510-7_1",1,1,1
"10.1007/s13369-022-07545-3",1,1,1
"10.1097/mlr.0b013e318074ce8a",1,1,1
"10.1177/00811750211057572",1,1,1
"10.1016/j.automatica.2015.11.004",1,1,1
"10.1016/j.actaastro.2015.12.045",1,1,1
"10.18564/jasss.4699",1,1,1
"10.1371/journal.pcbi.1006869",1,1,1
"10.1002/asjc.104",1,1,1
"10.1111/j.1095-8649.2003.00231.x",1,1,1
"10.3390/app7100963",1,1,1
"10.3233/ica-130437",1,1,1
"10.1007/s10588-022-09368-x",1,1,1
"10.1021/es3038966",1,1,1
"10.18564/jasss.4951",1,1,1
"10.1016/j.jas.2018.08.014",1,1,1
"10.1088/1748-3182/7/1/016009",1,1,1
"10.1155/2018/3138696",1,1,1
"10.1016/j.ssresearch.2021.102644",1,1,1
"10.3389/fmicb.2015.00503",1,1,1
"10.1016/j.contraception.2016.03.014",1,1,1
"10.1016/j.apenergy.2021.116688",1,1,1
"10.3390/su13126777",1,1,1
"10.1016/j.jclepro.2022.134032",1,1,1
"10.1016/s0003-4975(02)04722-7",1,1,1
"10.1177/0894439313511585",1,1,1
"10.1007/s11424-018-7096-x",1,1,1
"10.1073/pnas.0809194105",1,1,1
"10.1016/j.eswa.2022.119482",1,1,1
"10.1186/s12898-016-0058-z",1,1,1
"10.1007/978-3-030-26118-4_10",1,1,1
"10.1109/tste.2013.2278540",1,1,1
"10.1145/3330089.3330104",1,1,1
"10.1016/j.jenvman.2023.117231",1,1,1
"10.1080/00207721.2020.1793229",1,1,1
"10.1109/tits.2013.2285228",1,1,1
"10.1002/rnc.1687",1,1,1
"10.1016/j.ssci.2021.105399",1,1,1
"10.1016/j.compenvurbsys.2006.07.004",1,1,1
"10.1016/j.enpol.2017.12.030",1,1,1
"10.1016/j.future.2018.02.020",1,1,1
"10.7326/m20-6558",1,1,1
"10.1016/j.compchemeng.2018.01.008",1,1,1
"10.1016/j.ifacol.2022.11.055",1,1,1
"10.1093/plankt/fbw074",1,1,1
"10.1016/j.cja.2015.10.007",1,1,1
"10.1109/access.2021.3070388",1,1,1
"10.1109/tsg.2018.2861679",1,1,1
"10.1016/j.ejcon.2021.04.002",1,1,1
"10.1007/s00246-020-02409-9",1,1,1
"10.1109/tnnls.2017.2691760",1,1,1
"10.1073/pnas.1118318108",1,1,1
"10.1890/0012-9658(2006)87[2094:omsfsf]2.0.co;2",1,1,1
"10.4018/jiit.2010100902",1,1,1
"10.1177/0361198121994580",1,1,1
"10.1016/j.envsoft.2012.06.016",1,1,1
"10.3390/mi2020082",1,1,1
"10.1002/asjc.3095",1,1,1
"10.15195/v5.a15",1,1,1
"10.1016/s2468-2667(17)30222-0",1,1,1
"10.3390/en11071876",1,1,1
"10.1155/2014/796859",1,1,1
"10.1177/0272989x15583846",1,1,1
"10.1142/s021952592240001x",1,1,1
"10.1002/eej.22574",1,1,1
"10.1080/03772063.2005.11416420",1,1,1
"10.1016/j.jfranklin.2018.12.003",1,1,1
"10.1016/j.jneb.2019.07.005",1,1,1
"10.1007/s10797-014-9303-6",1,1,1
"10.1177/0278364910397621",1,1,1
"10.1162/evco.2007.15.3.253",1,1,1
"10.1371/journal.pone.0133732",1,1,1
"10.1002/jwmg.22384",1,1,1
"10.1111/2041-210x.13076",1,1,1
"10.1016/j.eswa.2018.01.018",1,1,1
"10.3390/su14116589",1,1,1
"10.1177/1045389x16672594",1,1,1
"10.1016/j.jempfin.2016.02.002",1,1,1
"10.1007/s11633-016-0958-6",1,1,1
"10.3354/ab00541",1,1,1
"10.1016/j.jpdc.2022.06.010",1,1,1
"10.1109/access.2023.3292938",1,1,1
"10.1371/journal.pone.0118921",1,1,1
"10.1109/tac.2022.3203355",1,1,1
"10.1016/j.mehy.2021.110655",1,1,1
"10.3389/fenrg.2022.908199",1,1,1
"10.1016/j.enconman.2020.112932",1,1,1
"10.1111/1467-8659.00634",1,1,1
"10.3141/2638-06",1,1,1
"10.1093/plankt/fbx034",1,1,1
"10.3390/en10010028",1,1,1
"10.1109/tac.2008.2011009",1,1,1
"10.1002/ijc.27463",1,1,1
"10.1016/j.jenvman.2020.110762",1,1,1
"10.1016/j.pocean.2015.02.002",1,1,1
"10.1080/09537280600940663",1,1,1
"10.1136/bmjopen-2019-031325",1,1,1
"10.1080/00330120701873645",1,1,1
"10.1007/s10015-020-00657-9",1,1,1
"10.1007/s10489-019-01440-5",1,1,1
"10.1371/journal.pmed.1004248",1,1,1
"10.1002/asjc.1874",1,1,1
"10.1109/twc.2022.3233436",2,0,0
"10.1016/j.jet.2010.03.014",1,1,1
"10.1177/14780771221089886",1,1,1
"10.3390/app12115454",1,1,1
"10.1177/0160017620914061",1,1,1
"10.1080/09538250701622303",1,1,1
"10.1080/03081079.2014.888552",1,1,1
"10.1016/j.trc.2017.02.023",1,1,1
"10.1016/j.ecolmodel.2022.109961",1,1,1
"10.1108/ijcma-07-2019-0118",1,1,1
"10.1080/00207721.2011.626904",1,1,1
"10.1002/rnc.3753",1,1,1
"10.1007/s11467-013-0366-0",1,1,1
"10.3390/aerospace10020186",1,1,1
"10.1016/j.eswa.2022.119008",1,1,1
"10.1103/physreve.82.056209",1,1,1
"10.1002/aepp.13037",1,1,1
"10.1080/15568318.2017.1368748",1,1,1
"10.1007/s10479-012-1257-4",1,1,1
"10.3389/fnbot.2022.817168",1,1,1
"10.1080/02626667.2020.1810254",1,1,1
"10.1016/j.aap.2013.10.023",1,1,1
"10.1016/j.automatica.2014.03.017",1,1,1
"10.1136/bmjopen-2016-013158",1,1,1
"10.1371/journal.pone.0080753",1,1,1
"10.1016/j.apenergy.2015.10.130",1,1,1
"10.1016/j.fcr.2013.09.018",1,1,1
"10.1109/tste.2013.2293148",1,1,1
"10.1029/2020ef001883",1,1,1
"10.1007/s10841-018-0059-7",1,1,1
"10.1109/tnnls.2015.2498303",1,1,1
"10.1371/journal.pone.0267448",1,1,1
"10.1080/15472450.2014.936292",1,1,1
"10.1016/j.ecolmodel.2013.09.007",1,1,1
"10.1007/978-981-10-2672-0_27",1,1,1
"10.1287/mnsc.1050.0495",1,1,1
"10.1002/jwmg.656",1,1,1
"10.1128/jvi.02022-09",1,1,1
"10.1016/j.jenvman.2018.10.061",1,1,1
"10.1109/eecs.2018.00016",1,1,1
"10.1080/21680566.2019.1670118",1,1,1
"10.3390/su13105411",1,1,1
"10.1186/s12544-020-00457-z",1,1,1
"10.18564/jasss.2045",1,1,1
"10.3233/mgs-2006-2411",1,1,1
"10.1016/j.actatropica.2020.105452",1,1,1
"10.3141/2648-14",1,1,1
"10.1332/175982721x16649700901023",1,1,1
"10.1109/tnnls.2015.2425933",1,1,1
"10.1177/0272989x14551640",1,1,1
"10.1016/j.ifacol.2018.06.142",1,1,1
"10.1016/j.aap.2022.106922",1,1,1
"10.3233/ica-2012-0388",1,1,1
"10.1109/tac.2022.3214058",2,0,0
"10.1016/j.scs.2022.104105",1,1,1
"10.1016/j.epsr.2020.106903",1,1,1
"10.3390/su9040564",1,1,1
"10.1016/j.jtbi.2013.03.027",1,1,1
"10.1016/j.ecolecon.2016.05.006",1,1,1
"10.1016/j.isatra.2017.06.022",1,1,1
"10.3389/fevo.2022.983337",1,1,1
"10.1016/j.jclepro.2021.128931",1,1,1
"10.3390/s20061554",1,1,1
"10.1016/j.simpat.2018.06.008",1,1,1
"10.1053/j.gastro.2015.07.042",1,1,1
"10.1109/tac.2016.2519687",1,1,1
"10.1016/s0925-5273(01)00129-3",1,1,1
"10.1007/978-3-319-20370-6_4",1,1,1
"10.1016/j.neucom.2015.08.060",1,1,1
"10.1504/ijem.2014.066185",1,1,1
"10.1093/cje/bei078",1,1,1
"10.1177/1059712314547318",1,1,1
"10.1016/j.epsr.2016.03.014",1,1,1
"10.3141/2035-19",1,1,1
"10.1377/hlthaff.w5.r18",1,1,1
"10.1016/j.ecolmodel.2012.10.003",1,1,1
"10.1007/s00265-018-2583-6",1,1,1
"10.1016/j.envsoft.2018.06.013",1,1,1
"10.1007/s40258-023-00818-4",1,1,1
"10.1093/imammb/dqq023",1,1,1
"10.1016/j.isatra.2017.01.004",1,1,1
"10.1007/s10588-008-9053-z",1,1,1
"10.1016/s1015-9584(09)60093-2",1,1,1
"10.1016/j.envsoft.2015.05.005",1,1,1
"10.1016/j.adhoc.2012.04.013",1,1,1
"10.1016/b978-0-12-409548-9.10620-7",2,0,0
"10.1016/j.automatica.2015.12.025",1,1,1
"10.1111/eva.12004",1,1,1
"10.1137/15m1026729",1,1,1
"10.1063/1.5120776",1,1,1
"10.1016/j.cag.2021.06.005",1,1,1
"10.1016/j.actaastro.2018.10.040",1,1,1
"10.3390/app10124057",1,1,1
"10.2307/3285664",1,1,1
"10.1007/s11538-015-0072-x",1,1,1
"10.1098/rsos.182084",1,1,1
"10.1007/s11135-013-9957-7",1,1,1
"10.1016/j.ifacol.2015.06.439",1,1,1
"10.1016/j.engappai.2019.103241",1,1,1
"10.1007/s00256-016-2502-8",1,1,1
"10.1111/oik.09056",1,1,1
"10.1007/s12555-013-0220-8",1,1,1
"10.1086/431252",1,1,1
"10.1093/ee/27.4.892",1,1,1
"10.1007/978-3-031-09176-6_42",1,1,1
"10.1007/978-3-031-16579-5_25",1,1,1
"10.1109/tro.2023.3266994",2,0,0
"10.1061/ajrua6.0001257",1,1,1
"10.1111/gcb.13904",1,1,1
"10.1016/j.landusepol.2021.105866",1,1,1
"10.1007/978-3-031-20141-7_16",1,1,1
"10.1016/j.bspc.2021.102508",1,1,1
"10.3141/2140-22",1,1,1
"10.1007/s42001-020-00083-8",1,1,1
"10.1016/j.fishres.2014.12.024",1,1,1
"10.1186/1471-2148-11-323",1,1,1
"10.1111/j.1530-9290.2009.00122.x",1,1,1
"10.1016/j.strueco.2017.08.004",1,1,1
"10.1109/tsmc.2017.2660883",1,1,1
"10.1109/tcyb.2017.2726102",1,1,1
"10.1007/s13278-021-00845-w",1,1,1
"10.1007/s10588-012-9151-9",1,1,1
"10.1177/10422587231178882",1,1,1
"10.4054/demres.2016.34.39",1,1,1
"10.1007/s12046-016-0515-6",1,1,1
"10.1080/08839510902804796",1,1,1
"10.1016/j.jbankfin.2019.105707",1,1,1
"10.1016/j.rser.2021.111911",1,1,1
"10.1109/access.2022.3221435",1,1,1
"10.1016/j.ekir.2020.03.016",1,1,1
"10.1007/s10845-011-0580-y",1,1,1
"10.1049/iet-its.2014.0147",1,1,1
"10.1016/j.envsci.2019.10.005",1,1,1
"10.1016/j.sbspro.2010.04.005",1,1,1
"10.1177/0037549708101575",1,1,1
"10.1016/j.cirp.2010.03.034",1,1,1
"10.1061/(asce)co.1943-7862.0000680",1,1,1
"10.1038/srep01904",1,1,1
"10.3390/land4020378",1,1,1
"10.1016/j.jenvman.2021.113776",1,1,1
"10.1109/access.2021.3090782",2,0,0
"10.1007/s00191-018-0559-3",1,1,1
"10.1016/j.idm.2023.04.001",1,1,1
"10.1016/j.eswa.2010.03.064",1,1,1
"10.1016/j.ecocom.2009.03.011",1,1,1
"10.1016/j.compenvurbsys.2023.101955",1,1,1
"10.1109/tac.2016.2614486",1,1,1
"10.1016/j.engappai.2021.104622",1,1,1
"10.1109/5254.988459",1,1,1
"10.1007/s11370-023-00476-4",2,0,0
"10.1073/pnas.2213713120",1,1,1
"10.1177/0037549718793214",1,1,1
"10.1006/anbe.2003.2158",1,1,1
"10.1016/j.jtbi.2011.02.010",1,1,1
"10.1007/s10472-022-09805-2",1,1,1
"10.1016/j.eswa.2013.08.003",1,1,1
"10.1016/j.procs.2017.05.029",1,1,1
"10.1016/j.jtrangeo.2012.04.013",1,1,1
"10.1002/ecs2.1829",1,1,1
"10.1056/nejmsa020614",1,1,1
"10.1061/(asce)co.1943-7862.0000022",1,1,1
"10.1109/tpwrs.2011.2120631",1,1,1
"10.1016/j.cels.2019.02.007",1,1,1
"10.1109/tac.2016.2621764",1,1,1
"10.1109/ictai.2011.108",1,1,1
"10.1186/s12859-017-1961-9",1,1,1
"10.1016/j.ifacol.2021.04.109",1,1,1
"10.3390/drones6110322",1,1,1
"10.1007/s42452-020-2414-z",1,1,1
"10.1080/10242694.2017.1349311",1,1,1
"10.1016/j.engappai.2023.106701",1,1,1
"10.1371/journal.pone.0288062",1,1,1
"10.1111/ele.13867",1,1,1
"10.1016/s1569-190x(03)00010-8",1,1,1
"10.1080/00207543.2022.2154405",1,1,1
"10.1109/tcsii.2023.3252660",1,1,1
"10.1016/j.simpat.2011.07.005",1,1,1
"10.1109/iros.2006.281990",1,1,1
"10.1007/s00500-019-03809-7",1,1,1
"10.1177/1548512918798056",1,1,1
"10.1109/tem.2011.2109725",1,1,1
"10.1109/jbhi.2022.3160243",1,1,1
"10.1007/s00191-017-0548-y",1,1,1
"10.1186/s12916-022-02641-5",1,1,1
"10.1016/j.simpat.2017.03.006",1,1,1
"10.1177/0361198118758671",1,1,1
"10.1007/978-3-031-25752-0_27",1,1,1
"10.1016/j.ejor.2018.12.002",1,1,1
"10.1098/rsif.2013.0717",1,1,1
"10.1186/1475-2875-12-290",1,1,1
"10.1109/35.689632",1,1,1
"10.1111/faf.12466",1,1,1
"10.1137/20m1387584",1,1,1
"10.1002/etc.5640",1,1,1
"10.1016/j.mcm.2008.05.011",1,1,1
"10.1016/j.ijnurstu.2022.104319",1,1,1
"10.1007/s10588-023-09383-6",1,1,1
"10.1016/j.aml.2021.107611",1,1,1
"10.3390/en11102802",1,1,1
"10.1016/j.jcss.2015.08.004",1,1,1
"10.1007/s12555-019-0817-7",1,1,1
"10.3390/en15114031",1,1,1
"10.1016/j.sysconle.2018.06.006",1,1,1
"10.1016/j.ins.2019.05.095",1,1,1
"10.1046/j.1365-2419.2001.00167.x",1,1,1
"10.1080/00207721.2011.618641",1,1,1
"10.2478/fcds-2020-0002",1,1,1
"10.1186/s12889-022-14970-4",1,1,1
"10.1080/19427867.2021.1888197",1,1,1
"10.1155/2018/9347109",1,1,1
"10.1145/3355611",1,1,1
"10.1001/jamanetworkopen.2022.7240",1,1,1
"10.1145/3458510",1,1,1
"10.3390/info11110527",1,1,1
"10.3390/s21206923",1,1,1
"10.1186/s13071-015-1159-9",1,1,1
"10.1109/tac.2020.2976315",1,1,1
"10.1109/sitis.2017.12",1,1,1
"10.1016/j.neucom.2018.01.059",1,1,1
"10.1109/icces.2009.5383291",1,1,1
"10.1016/j.ecolmodel.2021.109507",1,1,1
"10.1007/s11432-015-5508-2",1,1,1
"10.1016/j.jmarsys.2012.05.006",1,1,1
"10.1603/0022-2585-41.1.83",1,1,1
"10.3389/frwa.2021.789702",1,1,1
"10.1016/j.epsr.2023.109693",1,1,1
"10.1080/15389588.2019.1625335",1,1,1
"10.1186/2194-3206-1-12",1,1,1
"10.3390/ijgi6070213",1,1,1
"10.1038/s41598-018-27544-5",1,1,1
"10.1007/s11748-014-0499-2",1,1,1
"10.1016/j.artmed.2012.11.001",1,1,1
"10.18564/jasss.3069",1,1,1
"10.1371/journal.pone.0139601",1,1,1
"10.1109/tnnls.2013.2237786",1,1,1
"10.1007/s11150-009-9077-2",1,1,1
"10.1371/journal.pcbi.1002547",1,1,1
"10.1016/j.ifacol.2021.10.387",1,1,1
"10.1016/j.ijepes.2021.107673",1,1,1
"10.1186/2194-3206-1-11",1,1,1
"10.1111/roiw.12530",1,1,1
"10.1016/j.agsy.2003.07.005",1,1,1
"10.1049/iet-cta.2014.0130",1,1,1
"10.1007/978-3-030-44783-0_3",1,1,1
"10.1002/sys.21437",1,1,1
"10.1007/s11227-018-2688-8",1,1,1
"10.7494/csci.2019.20.3.3339",1,1,1
"10.1007/s10922-015-9355-7",1,1,1
"10.1057/jos.2010.20",1,1,1
"10.18564/jasss.2715",1,1,1
"10.3390/en9121057",1,1,1
"10.1016/j.envpol.2018.06.019",1,1,1
"10.1016/j.isatra.2017.07.005",1,1,1
"10.1016/j.cstp.2019.07.010",1,1,1
"10.1002/pam.10075",1,1,1
"10.1016/j.ijdrr.2022.103215",1,1,1
"10.1145/3450521",1,1,1
"10.1111/epi.17408",1,1,1
"10.1016/j.rcim.2011.03.004",1,1,1
"10.1109/tla.2020.9387668",1,1,1
"10.1155/2021/5832319",1,1,1
"10.1016/j.jcss.2014.12.010",1,1,1
"10.1002/asjc.572",1,1,1
"10.1186/s12916-018-1095-6",1,1,1
"10.1016/j.ecss.2005.07.007",1,1,1
"10.1023/a:1022336001999",1,1,1
"10.1016/j.future.2020.12.001",1,1,1
"10.1007/s12325-018-0664-6",1,1,1
"10.1186/s12544-018-0317-5",1,1,1
"10.1371/journal.pone.0199915",1,1,1
"10.1186/2051-3933-2-11",1,1,1
"10.1001/jama.2017.19872",1,1,1
"10.1016/j.matcom.2005.02.036",1,1,1
"10.2478/v10244-012-0001-0",1,1,1
"10.3390/electronics12061468",1,1,1
"10.1098/rspb.2021.0881",1,1,1
